;Job_description;Label_true;Label_pred
376;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
377;vien chiamato amministrator sistema ingles system administr sysadmin il compito sistemista gestir elementi hardwar softwar uso garantendo perfetto funzionamento infrastruttur informatich pc stampanti periferich audio video telefonia voip devic mobili server schede rete dischi fissi router connessioni internet intranet databas programmi informatici sistemi posta elettronica deve quindi esser esperto conoscitor sistemi operativi window mac linux etc applicativi informatici individuar corregger malfunzionamenti troubleshoot occuparsi manutenzion hardwar softwar inoltr deve conoscer finalit dispositivi apparati rete vengono usati modo pu migliorarn prestazioni ottimizzar risors disposizion base necessit azienda a seconda diversi contesti system administr pu occuparsi esempio montar nuova scheda ram sostituir hard disk danneggiato collegar comput rete lan local area network wan wide area network configurar nuovi account postazioni lavoro installar nuovo softwar un altro compito sistemista informatico pu esser informar staff aggiornamenti modifich introdott istruirlo uso nuovi dispositivi hardwar formarlo imparar usar autonomia programmi installati profilo gestion infrastruttura informatica sistemi operativi reti aziendali installazion configurazion hardwar softwar monitoraggio analisi perform sistema informatico reti dati fonia manutenzion ordinaria sistemi aggiornamenti installazion sistemi backup realizzazion soluzioni disast recoveri busi continu troubleshoot problemi guasti tecnici supporto assistenza staff problematich hardwar softwar;System Analyst;System Analyst
378;la risorsa sar inserita contesto fort espansion occup sviluppo mantenimento applicativi sw azienda in affiancamento figura senior riferimento avr opportunit implementar nuovi applicativi migliorar efficienza produttivit realt lavorativa infatti particolarment apprezzati candidati ottima predisposizion innovazion;Programmer;Programmer
379;la figura verr inserita interno team sviluppatori occup realizzar piattaform eventi onlin offlin rivolti forza vendita promozion prodotti eventi aziendali riporto gerarchico cto residenza effettiva domiciliazion milano hinterland step selezion joy career previsti step prima incontro azienda client primo consist compilazion breve questionario scritto secondo confronto telefonico durata minuti terzo video colloquio durata minuti step selezion azienda client previsti step selezion prima assunzion primo cto develop team secondo founder;Web Developer;Web Developer
380;nell ottica potenziamento organico societ ricerca figura sistemista network sede roma la risorsa verr inserita interno team figur specializz ambiti diversi obiettivo disegnar sviluppar realizzar progetti complessi nello specifico risorsa selezionata occup definizion soluzioni architetturali rete sicurezza amministrazion avanzata sistemi rete configurazion switch router firewal supporto avanzato diagnosi problematich ambito network;System Analyst;System Analyst
381;coordinerai figur pi junior ti unirai commun attiva oltr paesi collabora quotidianament fornir migliori soluzioni clienti avanad stata nominata volt ultimi anni global microsoft partner of the year unisc prossimo passo carriera le competenz possiedi esperienza almeno anni piattaforma microsoft ambito product maturato esperienz tecnich pi prodotti exchang server microsoft sharepoint microsoft team skype for busi focu particolar servizi onlin piattaforma microsoft hai esperienz utilizzo tecnologi gestion identit digitali cloud gestion autenticazion esempio azuread adconnect adf hai familiarit ambienti ibridi scenari migrazion complessi sistemi antispam antiviru hai conoscenz tecnologi core microsoft activ directori dn dhcp principali protocolli rete hai esperienz automazion basich script powershel hai capacit raccoglier requis distribuir soluzioni supportar deploy soddisfar esigenz clienti enterpris per costituir plu il conseguimento almeno seguenti certificazioni microsoft certifi messag administr associ microsoft certifi team administr associ microsoft certifi enterpris administr expert cosa offriamo in avanad troverai azienda meritocratica invest crescita person attraverso percorsi studio mirati prevedono continua formazion grazi partnership privilegi microsoft alcuni pi importanti player settor conseguimento numeros certificazioni il ambient lavoro aperto inclusivo potrai quindi esprimer ide lavorar progetti innovativi attraverso ultima tecnologia disponibil mercato confrontarti migliaia consulenti italia mondo inoltr potrai goder programmi flexibl smart work benefit personalizzati base esigenz professionali individuali comprendono agevolazioni servizi piani corpor well be pensi opportunit fa te come and join us refer visibl link http www avanad com it it career life at avanad employ transpar avanad is an equal opportun employ avanad prohibit discrimin and harass against ani employe or applic for employ becaus of race color age religion sex nation origin gender ident or express sexual orient disabl veteran militari or marit statu genet inform or ani other protect statu the eeo is the law poster is avail here and poster supplement is avail here the pay transpar polici is avail here avanad is commit to work with and provid reason accommod to individu with disabl if you need reason accommod due to disabl for ani part of the employ process pleas send an mail to avanad at career avanad com or call and let us know the natur of your request and your contact inform by use thi site you agre that we can place cooki on your devic see our job applic data privaci statement and cooki statement;Software Engineer;Software Engineer
382;il candidato sar inserito interno team tecnico supporto affiancamento senior softwar develop seguir progetti carico azienda partendo analisi studio fattibilit creazion architettura softwar sviluppo fino arrivar fase collaudo go live;Software Engineer;Software Engineer
383;siamo ricerca due risors ricoprano posizion disviluppatori microservizi web mobil;Programmer;Programmer
384;stage tecnico junior supporto applicativo la risorsa appassionata informatica collaborazion referent tecnico occup gestion ticket ricevuti custom care identificazion problema intervento manutenzion risoluzion problema escal verso team sviluppo risposta client chiusura ticket supporto applicativo prodotti softwar competenza esecuzion procedur periodich monitoraggio esecuzion procedur;System Analyst;System Analyst
385;begear azienda consulenza formazion specializzata ambito ict da anni occupiamo ricerca selezion posizionamento risors ict siamo realt crescita giovan dinamica sempr aggiornati nuov tecnologi ict la mission sviluppar talenti progetti person gestiamo progetti innovativi strategici clienti diamo molta importanza crescita professional formativa carriera nostr person per conto important client sede senigallia milano ricerca java develop la risorsa verr inserita interno team sviluppo dedicata implementazion servizi legati firma identit digital la risorsa ideal maturato anni esperienza seguenti tecnologi java eecontain apach tomcat jbossjsfgit gitflowdatabas sql oraclecompletano profilo conoscenza esperienza progetti aw cloudbuona conoscenza lingua ingleseoffriamo attivit full timesed lavoro senigallia remotoil contratto assunzion tempo indeterminato sar offerto societ clientel inquadramento contrattual verr valutato base effettiva esperienza maturata per candidarsi offerta invitiamo interessati ambosessi l person appartenenti categori protett l inviar proprio cv specificando consenso trattamento dati personali rispetto principi protezion stabil regolamento gdpr;Java Developer;Java Developer
